signal_id,created_at,symbol,side,price,score,entry,stop,tp1,tp2,rr1,rr2,turnover24h_m,change24h_pct,funding_pct,btc_regime,btc_score_delta,oi_change_pct,price_change_oi_window_pct,oi_score_delta,oi_signal,reason,selected,manual_comment,smc_score_delta,smc_bias,smc_event,smc_zone,smc_reason
20260518_101911_HYPEUSDT_SHORT,2026-05-18T07:19:11.730053+00:00,HYPEUSDT,short,44.947,7,44.857106 - 45.171735,47.53449,39.77202,38.15,2.0,2.63,530.8,5.63,0.0012,BTC 4H structure broken,2,1.28,15.63,0,OI neutral,"near resistance, RSI not oversold, BTC supportive for short, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bullish swing BOS, SMC premium zone, SMC bullish FVG",,,-2.0,swing bullish,swing bullish BOS 19 bars ago,premium,"SMC bullish swing BOS, SMC premium zone, SMC bullish FVG"
20260518_101911_BTCUSDT_SHORT,2026-05-18T07:19:11.730053+00:00,BTCUSDT,short,76863.0,6,76709.274 - 77247.315,82408.995,76540.0,65771.01,0.06,2.0,4103.4,-1.5,0.0063,BTC 4H structure broken,2,-2.28,-2.97,0,OI neutral,"4H below EMA50, near resistance, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 2 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260518_101911_ETHUSDT_SHORT,2026-05-18T07:19:11.730053+00:00,ETHUSDT,short,2115.03,6,2110.79994 - 2125.60515,2334.28335,2082.46,1676.5233,0.15,2.0,2415.5,-3.07,0.0017,BTC 4H structure broken,2,-7.15,-6.11,0,price down + OI down: long liquidation/deleveraging,"1D downtrend, 4H below EMA50, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 2 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260518_101911_XRPUSDT_SHORT,2026-05-18T07:19:11.730053+00:00,XRPUSDT,short,1.3837,6,1.3809326 - 1.3906185,1.557348,1.368,1.036404,0.09,2.0,408.7,-2.31,0.0061,BTC 4H structure broken,2,6.31,-3.41,1,price down + OI up: short confirmation,"4H below EMA50, too close to support, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,internal bearish CHoCH 1 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260518_101911_TONUSDT_SHORT,2026-05-18T07:19:11.730053+00:00,TONUSDT,short,1.9252,6,1.9213496 - 1.934826,2.2971285,1.858,1.181343,0.18,2.0,110.6,-0.32,0.005,BTC 4H structure broken,2,2.75,-8.77,0,OI neutral,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC bullish FVG",,,0.0,swing bullish,internal bearish BOS 16 bars ago,equilibrium,"SMC bearish internal BOS, SMC bullish FVG"
20260519_084250_XAUTUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,XAUTUSDT,short,4536.1,10,4527.0278 - 4558.7805,4723.1985,4477.1,4161.903,0.32,2.0,105.9,0.03,-0.0115,BTC 4H bearish trend,2,0.46,-0.37,0,OI neutral,"1D downtrend, 4H below EMA50, near resistance, RSI not oversold, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 25 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084250_BCHUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,BCHUSDT,short,379.4,9,378.6412 - 381.297,440.592,347.6,257.016,0.52,2.0,102.6,0.9,-0.0059,BTC 4H bearish trend,2,32.3,-11.85,1,price down + OI up: short confirmation,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_084250_1000PEPEUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,1000PEPEUSDT,short,0.00369,9,0.00368262 - 0.00370845,0.00423608,0.003538,0.00259785,0.28,2.0,60.1,1.23,0.01,BTC 4H bearish trend,2,10.29,-8.18,1,price down + OI up: short confirmation,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,swing bearish CHoCH 8 bars ago,discount,"SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084250_LABUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,LABUSDT,short,4.5513,9,4.5421974 - 4.5740565,6.4576275,2.9,0.738645,0.87,2.0,50.1,-5.29,0.005,BTC 4H bearish trend,2,-16.13,10.37,0,price up + OI down: short covering,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC bearish FVG",,,3.0,swing bullish,internal bearish CHoCH 8 bars ago,equilibrium,"SMC bearish internal CHoCH, SMC bearish FVG"
20260519_084250_ETHUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,ETHUSDT,short,2134.27,8,2130.00146 - 2144.94135,2330.30355,2076.19,1742.2029,0.3,2.0,3422.3,0.72,0.0013,BTC 4H bearish trend,2,-1.43,-5.41,0,OI neutral,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_084250_SOLUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,SOLUSDT,short,85.17,8,84.99966 - 85.59585,94.09815,83.29,67.3137,0.21,2.0,732.8,0.6,0.01,BTC 4H bearish trend,2,-1.25,-6.65,0,OI neutral,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 22 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084250_TONUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,TONUSDT,short,2.0386,8,2.0345228 - 2.048793,2.186478,1.858,1.742844,1.22,2.0,159.1,5.69,0.005,BTC 4H bearish trend,2,10.79,-2.47,1,price down + OI up: short confirmation,"4H below EMA50, near resistance, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal BOS, SMC bullish FVG",,,0.0,swing bullish,internal bearish BOS 22 bars ago,equilibrium,"SMC bearish internal BOS, SMC bullish FVG"
20260519_084250_ADAUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,ADAUSDT,short,0.2519,8,0.2513962 - 0.2531595,0.2817015,0.2447,0.192297,0.24,2.0,54.2,0.68,0.0044,BTC 4H bearish trend,2,1.35,-5.58,0,OI neutral,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 22 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084250_DOGEUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,DOGEUSDT,short,0.10473,7,0.10452054 - 0.10525365,0.11918295,0.10244,0.0758241,0.16,2.0,250.6,-1.46,0.0037,BTC 4H bearish trend,2,-22.88,-8.45,0,price down + OI down: long liquidation/deleveraging,"4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,swing bearish CHoCH 6 bars ago,discount,"SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084250_SUIUSDT_SHORT,2026-05-19T05:42:50.310139+00:00,SUIUSDT,short,1.0658,7,1.0636684 - 1.071129,1.2360495,1.0092,0.725301,0.33,2.0,86.8,2.68,0.0024,BTC 4H bearish trend,2,-3.09,-5.83,0,price down + OI down: long liquidation/deleveraging,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC bullish FVG",,,1.0,swing bullish,internal bearish CHoCH 24 bars ago,equilibrium,"SMC bearish internal CHoCH, SMC bullish FVG"
20260519_084745_BSBUSDT_LONG,2026-05-19T05:47:45.805582+00:00,BSBUSDT,long,0.6672,7,0.663864 - 0.6685344,0.369145,0.725,1.26331,0.19,2.0,69.8,4.64,0.005,BTC 4H bearish trend,-2,57.94,57.6,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal CHoCH, SMC bullish FVG",yes,,3.0,swing bearish,internal bullish CHoCH 11 bars ago,equilibrium,"SMC bullish internal CHoCH, SMC bullish FVG"
20260519_084745_NEARUSDT_LONG,2026-05-19T05:47:45.805582+00:00,NEARUSDT,long,1.5998,6,1.591801 - 1.6029996,1.4585705,1.6394,1.882259,0.28,2.0,74.0,6.39,0.01,BTC 4H bearish trend,-2,-3.84,2.94,0,price up + OI down: possible short squeeze,"1D uptrend, 4H above EMA50, BTC bearish against long, RR2 >= 2, funding ok, SMC bullish internal CHoCH, SMC bullish FVG",yes,,3.0,swing bearish,internal bullish CHoCH 3 bars ago,equilibrium,"SMC bullish internal CHoCH, SMC bullish FVG"
20260519_084745_CLUSDT_LONG,2026-05-19T05:47:45.805582+00:00,CLUSDT,long,103.18,6,102.6641 - 103.38636,94.67425,105.04,120.1915,0.22,2.0,63.7,0.5,-0.0372,BTC 4H bearish trend,-2,40.98,3.22,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, near support, RSI not overheated, too close to resistance, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal BOS, SMC premium zone, SMC bullish FVG",,,1.0,swing bullish,internal bullish BOS 8 bars ago,premium,"SMC bullish internal BOS, SMC premium zone, SMC bullish FVG"
20260519_084745_HYPEUSDT_LONG,2026-05-19T05:47:45.805582+00:00,HYPEUSDT,long,47.331,4,47.094345 - 47.425662,38.668685,48.531,64.65563,0.14,2.0,492.4,3.66,-0.0049,BTC 4H bearish trend,-2,0.05,3.58,0,OI neutral,"1D uptrend, 4H above EMA50, BTC bearish against long, RR2 >= 2, funding ok, SMC bullish internal BOS, SMC premium zone, SMC bullish FVG",,,1.0,swing bullish,internal bullish BOS 2 bars ago,premium,"SMC bullish internal BOS, SMC premium zone, SMC bullish FVG"
20260519_084745_ZECUSDT_LONG,2026-05-19T05:47:45.805582+00:00,ZECUSDT,long,570.06,4,567.2097 - 571.20012,482.575,580.0,745.03,0.11,2.0,208.9,6.18,0.0097,BTC 4H bearish trend,-2,8.41,6.8,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, too close to resistance, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal CHoCH, SMC premium zone, SMC bullish FVG",,,2.0,swing bullish,internal bullish CHoCH 1 bars ago,premium,"SMC bullish internal CHoCH, SMC premium zone, SMC bullish FVG"
20260519_084745_SUIUSDT_LONG,2026-05-19T05:47:45.805582+00:00,SUIUSDT,long,1.0636,4,1.058282 - 1.0657272,1.004154,1.182492,1.2299,2.0,2.8,86.8,2.43,0.0024,BTC 4H bearish trend,-2,-3.09,-6.11,0,price down + OI down: deleveraging,"near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC bullish FVG",,,-1.0,swing bullish,internal bearish CHoCH 24 bars ago,equilibrium,"SMC bearish internal CHoCH, SMC bullish FVG"
20260519_084745_FIDAUSDT_LONG,2026-05-19T05:47:45.805582+00:00,FIDAUSDT,long,0.020613,4,0.02050993 - 0.02065423,0.01579861,0.027046,0.03024178,1.34,2.0,65.8,-10.86,0.005,BTC 4H bearish trend,-2,262.26,16.7,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, RSI not overheated, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish swing BOS, SMC premium zone, SMC bearish FVG",,,-1.0,swing bullish,swing bullish BOS 8 bars ago,premium,"SMC bullish swing BOS, SMC premium zone, SMC bearish FVG"
20260519_084745_ONDOUSDT_LONG,2026-05-19T05:47:45.805582+00:00,ONDOUSDT,long,0.3966,3,0.394617 - 0.3973932,0.331136,0.4154,0.527528,0.29,2.0,108.2,16.75,-0.0106,BTC 4H bearish trend,-2,-0.72,3.75,0,OI neutral,"1D uptrend, 4H above EMA50, possible chase, BTC bearish against long, funding ok, SMC bullish internal CHoCH, SMC bullish FVG",,,3.0,swing bullish,internal bullish CHoCH 2 bars ago,equilibrium,"SMC bullish internal CHoCH, SMC bullish FVG"
20260519_084745_XAUTUSDT_LONG,2026-05-19T05:47:45.805582+00:00,XAUTUSDT,long,4533.5,3,4510.8325 - 4542.567,4454.7145,4691.071,4699.7,2.0,2.11,106.0,-0.04,-0.0113,BTC 4H bearish trend,-2,0.46,-0.42,0,OI neutral,"near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,-2.0,swing bullish,internal bearish CHoCH 25 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_BILLUSDT_LONG,2026-05-19T05:47:45.805582+00:00,BILLUSDT,long,0.12699,3,0.12635505 - 0.12724398,0.10888371,0.16320257,0.237,2.0,6.08,72.0,-12.49,0.0042,BTC 4H bearish trend,-2,-8.42,-38.12,0,price down + OI down: deleveraging,"near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,-2.0,internal bearish,internal bearish BOS 0 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_084745_XAUTUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,XAUTUSDT,short,4533.5,10,4524.433 - 4556.1675,4723.1985,4477.1,4154.103,0.3,2.0,106.0,-0.04,-0.0113,BTC 4H bearish trend,2,0.46,-0.41,0,OI neutral,"1D downtrend, 4H below EMA50, near resistance, RSI not oversold, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",yes,,2.0,swing bullish,internal bearish CHoCH 25 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_BCHUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,BCHUSDT,short,379.5,9,378.741 - 381.3975,440.592,347.6,257.316,0.52,2.0,102.6,0.53,-0.0058,BTC 4H bearish trend,2,32.3,-11.85,1,price down + OI up: short confirmation,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",yes,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_084745_1000PEPEUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,1000PEPEUSDT,short,0.00369,9,0.00368262 - 0.00370845,0.00423608,0.003538,0.00259785,0.28,2.0,59.7,1.15,0.01,BTC 4H bearish trend,2,10.29,-8.4,1,price down + OI up: short confirmation,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,swing bearish CHoCH 8 bars ago,discount,"SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_ETHUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,ETHUSDT,short,2132.64,8,2128.37472 - 2143.3032,2330.30355,2076.19,1737.3129,0.29,2.0,3419.9,0.66,0.0013,BTC 4H bearish trend,2,-1.43,-5.48,0,OI neutral,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_084745_SOLUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,SOLUSDT,short,85.14,8,84.96972 - 85.5657,94.09815,83.29,67.2237,0.21,2.0,728.6,0.4,0.01,BTC 4H bearish trend,2,-1.25,-6.67,0,OI neutral,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 22 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_TONUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,TONUSDT,short,2.0288,8,2.0247424 - 2.038944,2.186478,1.858,1.713444,1.08,2.0,159.3,4.92,0.005,BTC 4H bearish trend,2,10.79,-3.02,1,price down + OI up: short confirmation,"4H below EMA50, near resistance, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal BOS, SMC bullish FVG",,,0.0,swing bullish,internal bearish BOS 22 bars ago,equilibrium,"SMC bearish internal BOS, SMC bullish FVG"
20260519_084745_ADAUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,ADAUSDT,short,0.2518,8,0.2512964 - 0.253059,0.2817015,0.2447,0.191997,0.24,2.0,53.9,0.72,0.0048,BTC 4H bearish trend,2,1.35,-5.81,0,OI neutral,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 22 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_DOGEUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,DOGEUSDT,short,0.10482,7,0.10461036 - 0.1053441,0.11918295,0.10244,0.0760941,0.17,2.0,250.6,-1.52,0.0035,BTC 4H bearish trend,2,-22.88,-8.74,0,price down + OI down: long liquidation/deleveraging,"4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,swing bearish CHoCH 6 bars ago,discount,"SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG"
20260519_084745_SUIUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,SUIUSDT,short,1.0636,7,1.0614728 - 1.068918,1.2360495,1.0092,0.718701,0.32,2.0,86.8,2.43,0.0024,BTC 4H bearish trend,2,-3.09,-6.12,0,price down + OI down: long liquidation/deleveraging,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC bullish FVG",,,1.0,swing bullish,internal bearish CHoCH 24 bars ago,equilibrium,"SMC bearish internal CHoCH, SMC bullish FVG"
20260519_084745_BTCUSDT_SHORT,2026-05-19T05:47:45.805582+00:00,BTCUSDT,short,76868.2,6,76714.4636 - 77252.541,82408.995,75999.9,65786.61,0.16,2.0,5862.2,-0.0,0.0048,BTC 4H bearish trend,2,1.86,-4.6,0,OI neutral,"4H below EMA50, near resistance, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_095403_BSBUSDT_LONG,2026-05-19T06:54:03.915745+00:00,BSBUSDT,long,0.6681,7,0.6647595 - 0.6694362,0.369145,0.725,1.26601,0.19,2.0,65.5,0.57,0.005,BTC 4H bearish trend,-2,57.94,58.0,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal CHoCH, SMC bullish FVG",,,3.0,swing bearish,internal bullish CHoCH 11 bars ago,equilibrium,"SMC bullish internal CHoCH, SMC bullish FVG"
20260519_095403_SUIUSDT_LONG,2026-05-19T06:54:03.915745+00:00,SUIUSDT,long,1.081,6,1.075595 - 1.083162,1.004154,1.2299,1.234692,1.94,2.0,85.7,4.42,0.0011,BTC 4H bearish trend,-2,-3.09,-4.4,0,price down + OI down: deleveraging,"1D uptrend, near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC bullish FVG",,,-1.0,swing bullish,internal bearish CHoCH 24 bars ago,equilibrium,"SMC bearish internal CHoCH, SMC bullish FVG"
20260519_095403_ZECUSDT_LONG,2026-05-19T06:54:03.915745+00:00,ZECUSDT,long,568.71,4,565.86645 - 569.84742,482.575,580.0,740.98,0.13,2.0,202.9,7.56,0.0093,BTC 4H bearish trend,-2,8.41,6.79,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, too close to resistance, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal CHoCH, SMC premium zone, SMC bullish FVG",,,2.0,swing bullish,internal bullish CHoCH 1 bars ago,premium,"SMC bullish internal CHoCH, SMC premium zone, SMC bullish FVG"
20260519_095403_CLUSDT_LONG,2026-05-19T06:54:03.915745+00:00,CLUSDT,long,103.61,4,103.09195 - 103.81722,94.67425,105.04,121.4815,0.16,2.0,64.2,0.61,-0.0301,BTC 4H bearish trend,-2,40.98,3.67,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, RSI not overheated, too close to resistance, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish internal BOS, SMC premium zone, SMC bullish FVG",,,1.0,swing bullish,internal bullish BOS 8 bars ago,premium,"SMC bullish internal BOS, SMC premium zone, SMC bullish FVG"
20260519_095403_FIDAUSDT_LONG,2026-05-19T06:54:03.915745+00:00,FIDAUSDT,long,0.020872,4,0.02076764 - 0.02091374,0.01579861,0.027046,0.03101878,1.22,2.0,61.2,-9.71,0.005,BTC 4H bearish trend,-2,262.26,17.79,1,price up + OI up: long confirmation,"1D uptrend, 4H above EMA50, RSI not overheated, BTC bearish against long, RR2 >= 2, funding ok, OI confirms, SMC bullish swing BOS, SMC premium zone, SMC bearish FVG",,,-1.0,swing bullish,swing bullish BOS 8 bars ago,premium,"SMC bullish swing BOS, SMC premium zone, SMC bearish FVG"
20260519_095403_SOLUSDT_LONG,2026-05-19T06:54:03.915745+00:00,SOLUSDT,long,85.29,3,84.86355 - 85.46058,82.87355,90.1229,93.63,2.0,3.45,693.3,0.65,0.01,BTC 4H bearish trend,-2,-1.25,-6.49,0,OI neutral,"near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,-2.0,swing bullish,internal bearish CHoCH 22 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_095403_ONDOUSDT_LONG,2026-05-19T06:54:03.915745+00:00,ONDOUSDT,long,0.3906,3,0.388647 - 0.3913812,0.331136,0.4154,0.509528,0.42,2.0,111.1,15.29,0.0003,BTC 4H bearish trend,-2,-0.72,2.47,0,OI neutral,"1D uptrend, 4H above EMA50, possible chase, BTC bearish against long, funding ok, SMC bullish internal CHoCH, SMC bullish FVG",,,3.0,swing bullish,internal bullish CHoCH 2 bars ago,equilibrium,"SMC bullish internal CHoCH, SMC bullish FVG"
20260519_095403_XAUTUSDT_LONG,2026-05-19T06:54:03.915745+00:00,XAUTUSDT,long,4541.1,3,4518.3945 - 4550.1822,4454.7145,4699.7,4713.871,1.84,2.0,105.3,0.05,-0.0052,BTC 4H bearish trend,-2,0.46,-0.26,0,OI neutral,"near support, RSI not overheated, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,-2.0,swing bullish,internal bearish CHoCH 25 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_095403_BTCUSDT_LONG,2026-05-19T06:54:03.915745+00:00,BTCUSDT,long,77059.7,2,76674.4015 - 77213.8194,75619.9005,79939.299,81999.0,2.0,3.43,5655.1,0.24,0.0044,BTC 4H bearish trend,-2,1.86,-4.37,0,OI neutral,"near support, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,-2.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_095403_ETHUSDT_LONG,2026-05-19T06:54:03.915745+00:00,ETHUSDT,long,2137.32,2,2126.6334 - 2141.59464,2065.80905,2280.3419,2318.71,2.0,2.54,3364.9,0.93,0.0026,BTC 4H bearish trend,-2,-1.43,-5.27,0,OI neutral,"near support, BTC bearish against long, RR1 >= 1.5, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,-2.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_095403_XAUTUSDT_SHORT,2026-05-19T06:54:03.915745+00:00,XAUTUSDT,short,4541.1,10,4532.0178 - 4563.8055,4723.1985,4477.1,4176.903,0.35,2.0,105.3,0.05,-0.0052,BTC 4H bearish trend,2,0.46,-0.26,0,OI neutral,"1D downtrend, 4H below EMA50, near resistance, RSI not oversold, too close to support, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bullish,internal bearish CHoCH 25 bars ago,discount,"SMC bearish internal CHoCH, SMC discount zone, SMC bearish FVG"
20260519_095403_BCHUSDT_SHORT,2026-05-19T06:54:03.915745+00:00,BCHUSDT,short,382.9,9,382.1342 - 384.8145,440.592,347.6,267.516,0.61,2.0,95.7,3.15,-0.0086,BTC 4H bearish trend,2,32.3,-11.06,1,price down + OI up: short confirmation,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
20260519_095403_1000PEPEUSDT_SHORT,2026-05-19T06:54:03.915745+00:00,1000PEPEUSDT,short,0.00369,9,0.00368262 - 0.00370845,0.00423608,0.003538,0.00259785,0.28,2.0,53.0,1.4,0.01,BTC 4H bearish trend,2,10.29,-8.3,1,price down + OI up: short confirmation,"4H below EMA50, RSI not oversold, BTC supportive for short, RR2 >= 2, funding ok, OI confirms, SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG",,,2.0,swing bearish,swing bearish CHoCH 8 bars ago,discount,"SMC bearish swing CHoCH, SMC discount zone, SMC bearish FVG"
20260519_095403_ETHUSDT_SHORT,2026-05-19T06:54:03.915745+00:00,ETHUSDT,short,2137.32,8,2133.04536 - 2148.0066,2330.30355,2076.19,1751.3529,0.32,2.0,3364.9,0.93,0.0026,BTC 4H bearish trend,2,-1.43,-5.27,0,OI neutral,"1D downtrend, 4H below EMA50, BTC supportive for short, RR2 >= 2, funding ok, SMC bearish internal BOS, SMC discount zone, SMC bearish FVG",,,1.0,swing bearish,internal bearish BOS 8 bars ago,discount,"SMC bearish internal BOS, SMC discount zone, SMC bearish FVG"
